index,type,value,combination
12951,i32,9,i32	constant	
12952,i32,2,i32	constant	
12953,_xmlNode*,null,xml	Node*	null	
12954,_xmlNode*,null,xml	Node*	null	
12955,i32,4,i32	constant	
12956,i32,14,i32	constant	
12957,i32,19,i32	constant	
12958,i32,5,i32	constant	
12959,_xmlNode*,null,xml	Node*	null	
12960,i32,2,i32	constant	
12961,_xmlNode*,null,xml	Node*	null	
12962,_xmlNode*,null,xml	Node*	null	
12963,i32,9,i32	constant	
12964,i32,13,i32	constant	
12965,i32,19,i32	constant	
12966,i32,20,i32	constant	
12967,_xmlTextReader*,null,xml	Text	Reader*	null	
12968,_xmlDoc*,null,xml	Doc*	null	
12969,i32,2,i32	constant	
12970,_xmlNode*,null,xml	Node*	null	
12971,_xmlNode*,null,xml	Node*	null	
12972,_xmlParserInputBuffer*,null,xml	Parser	Input	Buffer*	null	
12973,_xmlTextReader*,null,xml	Text	Reader*	null	
12974,_xmlBuf*,null,xml	Buf*	null	
12975,_xmlSAXHandler*,null,xml	S	A	X	Handler*	null	
12976,i32,-554844497,i32	constant	
12977,i64,4,i64	constant	
12978,i64,4,i64	constant	
12979,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
12980,_xmlParserInputBuffer*,null,xml	Parser	Input	Buffer*	null	
12981,_xmlTextReader*,null,xml	Text	Reader*	null	
12982,i8*,null,i8*	null	
12983,i8*,null,i8*	null	
12984,i8*,null,i8*	null	
12985,i8*,null,i8*	null	
12986,_xmlTextReader*,null,xml	Text	Reader*	null	
12987,_xmlRelaxNG*,null,xml	Relax	N	G*	null	
12988,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
12989,i32,0,i32	constant	
12990,_xmlSchemaSAXPlug*,null,xml	Schema	S	A	X	Plug*	null	
12991,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
12992,i32,0,i32	constant	
12993,_xmlSchema*,null,xml	Schema*	null	
12994,_xmlXIncludeCtxt*,null,xml	X	Include	Ctxt*	null	
12995,_xmlPattern**,null,xml	Pattern**	null	
12996,_xmlPattern*,null,xml	Pattern*	null	
12997,_xmlNode*,null,xml	Node*	null	
12998,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
12999,_xmlDoc*,null,xml	Doc*	null	
13000,i32,0,i32	constant	
13001,_xmlValidState*,null,xml	Valid	State*	null	
13002,i32,0,i32	constant	
13003,i32,2,i32	constant	
13004,i32,0,i32	constant	
13005,_xmlSAXHandler*,null,xml	S	A	X	Handler*	null	
13006,i32,1,i32	constant	
13007,i32,0,i32	constant	
13008,_xmlParserInputBuffer*,null,xml	Parser	Input	Buffer*	null	
13009,_xmlBuf*,null,xml	Buf*	null	
13010,_xmlNode**,null,xml	Node**	null	
13011,_xmlDict*,null,xml	Dict*	null	
13012,_xmlTextReader*,null,xml	Text	Reader*	null	
13013,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13014,_xmlDoc*,null,xml	Doc*	null	
13015,i32,0,i32	constant	
13016,i32,1,i32	constant	
13017,i32,0,i32	constant	
13018,_xmlParserInputBuffer*,null,xml	Parser	Input	Buffer*	null	
13019,_xmlTextReader*,null,xml	Text	Reader*	null	
13020,_xmlNode*,null,xml	Node*	null	
13021,_xmlNode*,null,xml	Node*	null	
13022,i32,1,i32	constant	
13023,_xmlNs*,null,xml	Ns*	null	
13024,_xmlNs*,null,xml	Ns*	null	
13025,_xmlAttr*,null,xml	Attr*	null	
13026,i32,0,i32	constant	
13027,_xmlAttr*,null,xml	Attr*	null	
13028,i8*,null,i8*	null	
13029,i8*,null,i8*	null	
13030,_xmlTextReader*,null,xml	Text	Reader*	null	
13031,_xmlNode*,null,xml	Node*	null	
13032,_xmlNode*,null,xml	Node*	null	
13033,i32,1,i32	constant	
13034,i8*,null,i8*	null	
13035,i32,0,i32	constant	
13036,_xmlNs*,null,xml	Ns*	null	
13037,i8*,null,i8*	null	
13038,i32,0,i32	constant	
13039,_xmlNs*,null,xml	Ns*	null	
13040,i32,0,i32	constant	
13041,i8*,null,i8*	null	
13042,_xmlNs*,null,xml	Ns*	null	
13043,i8*,null,i8*	null	
13044,i8*,null,i8*	null	
13045,_xmlTextReader*,null,xml	Text	Reader*	null	
13046,_xmlNode*,null,xml	Node*	null	
13047,_xmlNode*,null,xml	Node*	null	
13048,i32,1,i32	constant	
13049,i32,0,i32	constant	
13050,i32,0,i32	constant	
13051,_xmlNs*,null,xml	Ns*	null	
13052,i8*,null,i8*	null	
13053,i8*,null,i8*	null	
13054,i32,0,i32	constant	
13055,i8*,null,i8*	null	
13056,_xmlTextReader*,null,xml	Text	Reader*	null	
13057,_xmlNode*,null,xml	Node*	null	
13058,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13059,_xmlDoc*,null,xml	Doc*	null	
13060,i32,0,i32	constant	
13061,i32,1,i32	constant	
13062,i32,0,i32	constant	
13063,_xmlTextReader*,null,xml	Text	Reader*	null	
13064,_xmlNode*,null,xml	Node*	null	
13065,_xmlNs*,null,xml	Ns*	null	
13066,_xmlTextReader*,null,xml	Text	Reader*	null	
13067,_xmlNode*,null,xml	Node*	null	
13068,i32,1,i32	constant	
13069,_xmlNs*,null,xml	Ns*	null	
13070,_xmlNs*,null,xml	Ns*	null	
13071,_xmlAttr*,null,xml	Attr*	null	
13072,i32,0,i32	constant	
13073,_xmlAttr*,null,xml	Attr*	null	
13074,i8*,null,i8*	null	
13075,_xmlTextReader*,null,xml	Text	Reader*	null	
13076,_xmlNode*,null,xml	Node*	null	
13077,i32,1,i32	constant	
13078,i8*,null,i8*	null	
13079,i32,0,i32	constant	
13080,_xmlNs*,null,xml	Ns*	null	
13081,i8*,null,i8*	null	
13082,_xmlAttr*,null,xml	Attr*	null	
13083,i32,0,i32	constant	
13084,i8*,null,i8*	null	
13085,_xmlNs*,null,xml	Ns*	null	
13086,i32,0,i32	constant	
13087,_xmlNs*,null,xml	Ns*	null	
13088,i32,0,i32	constant	
13089,i8*,null,i8*	null	
13090,_xmlAttr*,null,xml	Attr*	null	
13091,i32,0,i32	constant	
13092,i32,0,i32	constant	
13093,_xmlNs*,null,xml	Ns*	null	
13094,i8*,null,i8*	null	
13095,i8*,null,i8*	null	
13096,i8*,null,i8*	null	
13097,i8*,null,i8*	null	
13098,i8*,null,i8*	null	
13099,i8*,null,i8*	null	
13100,_xmlTextReader*,null,xml	Text	Reader*	null	
13101,_xmlNode*,null,xml	Node*	null	
13102,i32,1,i32	constant	
13103,i32,0,i32	constant	
13104,i32,0,i32	constant	
13105,_xmlNs*,null,xml	Ns*	null	
13106,i8*,null,i8*	null	
13107,i8*,null,i8*	null	
13108,i32,0,i32	constant	
13109,i8*,null,i8*	null	
13110,_xmlAttr*,null,xml	Attr*	null	
13111,i32,0,i32	constant	
13112,_xmlNs*,null,xml	Ns*	null	
13113,i32,0,i32	constant	
13114,_xmlTextReader*,null,xml	Text	Reader*	null	
13115,_xmlNode*,null,xml	Node*	null	
13116,i32,1,i32	constant	
13117,_xmlNs*,null,xml	Ns*	null	
13118,_xmlAttr*,null,xml	Attr*	null	
13119,_xmlTextReader*,null,xml	Text	Reader*	null	
13120,_xmlNode*,null,xml	Node*	null	
13121,i32,1,i32	constant	
13122,_xmlNode*,null,xml	Node*	null	
13123,i32,18,i32	constant	
13124,_xmlNs*,null,xml	Ns*	null	
13125,_xmlAttr*,null,xml	Attr*	null	
13126,i32,2,i32	constant	
13127,_xmlNode*,null,xml	Node*	null	
13128,_xmlTextReader*,null,xml	Text	Reader*	null	
13129,_xmlNode*,null,xml	Node*	null	
13130,i32,1,i32	constant	
13131,_xmlNode*,null,xml	Node*	null	
13132,_xmlTextReader*,null,xml	Text	Reader*	null	
13133,_xmlNode*,null,xml	Node*	null	
13134,_xmlNode*,null,xml	Node*	null	
13135,i32,2,i32	constant	
13136,_xmlNode*,null,xml	Node*	null	
13137,i32,18,i32	constant	
13138,_xmlNode*,null,xml	Node*	null	
13139,i8*,null,i8*	null	
13140,_xmlNode*,null,xml	Node*	null	
13141,_xmlTextReader*,null,xml	Text	Reader*	null	
13142,_xmlDoc*,null,xml	Doc*	null	
13143,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13144,_xmlDoc*,null,xml	Doc*	null	
13145,i8*,null,i8*	null	
13146,_xmlTextReader*,null,xml	Text	Reader*	null	
13147,_xmlNode*,null,xml	Node*	null	
13148,_xmlNode*,null,xml	Node*	null	
13149,i32,1,i32	constant	
13150,i32,2,i32	constant	
13151,i32,4,i32	constant	
13152,_xmlAttr*,null,xml	Attr*	null	
13153,_xmlNs*,null,xml	Ns*	null	
13154,_xmlTextReader*,null,xml	Text	Reader*	null	
13155,_xmlNode*,null,xml	Node*	null	
13156,_xmlNode*,null,xml	Node*	null	
13157,i32,2,i32	constant	
13158,i32,4,i32	constant	
13159,i32,0,i32	constant	
13160,i32,0,i32	constant	
13161,_xmlNode*,null,xml	Node*	null	
13162,_xmlTextReader*,null,xml	Text	Reader*	null	
13163,i32,1,i32	constant	
13164,_xmlNode*,null,xml	Node*	null	
13165,_xmlNode*,null,xml	Node*	null	
13166,i32,2,i32	constant	
13167,_xmlDoc*,null,xml	Doc*	null	
13168,i32,0,i32	constant	
13169,i32,1,i32	constant	
13170,i32,0,i32	constant	
13171,_xmlNode*,null,xml	Node*	null	
13172,_xmlTextReader*,null,xml	Text	Reader*	null	
13173,_xmlNode*,null,xml	Node*	null	
13174,i32,18,i32	constant	
13175,i8*,null,i8*	null	
13176,i32,1,i32	constant	
13177,i32,2,i32	constant	
13178,_xmlNode*,null,xml	Node*	null	
13179,_xmlTextReader*,null,xml	Text	Reader*	null	
13180,_xmlNode*,null,xml	Node*	null	
13181,i32,18,i32	constant	
13182,i8*,null,i8*	null	
13183,i32,1,i32	constant	
13184,i32,2,i32	constant	
13185,_xmlNode*,null,xml	Node*	null	
13186,_xmlTextReader*,null,xml	Text	Reader*	null	
13187,_xmlNode*,null,xml	Node*	null	
13188,_xmlNs*,null,xml	Ns*	null	
13189,i8*,null,i8*	null	
13190,i8*,null,i8*	null	
13191,_xmlNode*,null,xml	Node*	null	
13192,_xmlTextReader*,null,xml	Text	Reader*	null	
13193,_xmlNode*,null,xml	Node*	null	
13194,_xmlNs*,null,xml	Ns*	null	
13195,i8*,null,i8*	null	
13196,i8*,null,i8*	null	
13197,_xmlNode*,null,xml	Node*	null	
13198,_xmlTextReader*,null,xml	Text	Reader*	null	
13199,_xmlNode*,null,xml	Node*	null	
13200,i32,18,i32	constant	
13201,i8*,null,i8*	null	
13202,i32,1,i32	constant	
13203,i32,2,i32	constant	
13204,i8*,null,i8*	null	
13205,_xmlNs*,null,xml	Ns*	null	
13206,_xmlNode*,null,xml	Node*	null	
13207,_xmlTextReader*,null,xml	Text	Reader*	null	
13208,_xmlNode*,null,xml	Node*	null	
13209,i32,18,i32	constant	
13210,i8*,null,i8*	null	
13211,i32,1,i32	constant	
13212,i32,2,i32	constant	
13213,i8*,null,i8*	null	
13214,_xmlNs*,null,xml	Ns*	null	
13215,_xmlNode*,null,xml	Node*	null	
13216,_xmlTextReader*,null,xml	Text	Reader*	null	
13217,_xmlNode*,null,xml	Node*	null	
13218,i32,18,i32	constant	
13219,i32,1,i32	constant	
13220,i32,2,i32	constant	
13221,_xmlNs*,null,xml	Ns*	null	
13222,_xmlNode*,null,xml	Node*	null	
13223,_xmlTextReader*,null,xml	Text	Reader*	null	
13224,_xmlNode*,null,xml	Node*	null	
13225,i32,18,i32	constant	
13226,i32,1,i32	constant	
13227,i32,2,i32	constant	
13228,_xmlNs*,null,xml	Ns*	null	
13229,_xmlNode*,null,xml	Node*	null	
13230,_xmlTextReader*,null,xml	Text	Reader*	null	
13231,_xmlNode*,null,xml	Node*	null	
13232,_xmlTextReader*,null,xml	Text	Reader*	null	
13233,i8*,null,i8*	null	
13234,_xmlTextReader*,null,xml	Text	Reader*	null	
13235,_xmlNode*,null,xml	Node*	null	
13236,_xmlNode*,null,xml	Node*	null	
13237,i32,2,i32	constant	
13238,i32,18,i32	constant	
13239,_xmlTextReader*,null,xml	Text	Reader*	null	
13240,_xmlNode*,null,xml	Node*	null	
13241,_xmlNode*,null,xml	Node*	null	
13242,i32,1,i32	constant	
13243,_xmlNs*,null,xml	Ns*	null	
13244,_xmlAttr*,null,xml	Attr*	null	
13245,_xmlTextReader*,null,xml	Text	Reader*	null	
13246,_xmlNode*,null,xml	Node*	null	
13247,_xmlNode*,null,xml	Node*	null	
13248,_xmlTextReader*,null,xml	Text	Reader*	null	
13249,_xmlNode*,null,xml	Node*	null	
13250,_xmlNode*,null,xml	Node*	null	
13251,_xmlNode*,null,xml	Node*	null	
13252,i8*,null,i8*	null	
13253,_xmlTextReader*,null,xml	Text	Reader*	null	
13254,_xmlNode*,null,xml	Node*	null	
13255,_xmlNode*,null,xml	Node*	null	
13256,_xmlNode*,null,xml	Node*	null	
13257,i32,3,i32	constant	
13258,_xmlNode*,null,xml	Node*	null	
13259,_xmlBuf*,null,xml	Buf*	null	
13260,_xmlBuf*,null,xml	Buf*	null	
13261,i8*,null,i8*	null	
13262,_xmlTextReader*,null,xml	Text	Reader*	null	
13263,_xmlTextReader*,null,xml	Text	Reader*	null	
13264,_xmlTextReader*,null,xml	Text	Reader*	null	
13265,_xmlNode*,null,xml	Node*	null	
13266,_xmlTextReader*,null,xml	Text	Reader*	null	
13267,_xmlNode*,null,xml	Node*	null	
13268,i8*,null,i8*	null	
13269,_xmlTextReader*,null,xml	Text	Reader*	null	
13270,_xmlTextReader*,null,xml	Text	Reader*	null	
13271,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13272,_xmlTextReader*,null,xml	Text	Reader*	null	
13273,i32,0,i32	constant	
13274,i32,0,i32	constant	
13275,i32,0,i32	constant	
13276,i32,0,i32	constant	
13277,i32,4,i32	constant	
13278,i32,0,i32	constant	
13279,i32,0,i32	constant	
13280,i32,0,i32	constant	
13281,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13282,_xmlTextReader*,null,xml	Text	Reader*	null	
13283,i32,0,i32	constant	
13284,i32,0,i32	constant	
13285,i32,4,i32	constant	
13286,i32,0,i32	constant	
13287,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13288,_xmlTextReader*,null,xml	Text	Reader*	null	
13289,_xmlParserInput*,null,xml	Parser	Input*	null	
13290,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13291,_xmlTextReader*,null,xml	Text	Reader*	null	
13292,_xmlParserInput*,null,xml	Parser	Input*	null	
13293,_xmlTextReader*,null,xml	Text	Reader*	null	
13294,_xmlNode*,null,xml	Node*	null	
13295,_xmlTextReader*,null,xml	Text	Reader*	null	
13296,_xmlNode*,null,xml	Node*	null	
13297,_xmlNode*,null,xml	Node*	null	
13298,i32,14,i32	constant	
13299,i32,9,i32	constant	
13300,_xmlNode*,null,xml	Node*	null	
13301,i32,1,i32	constant	
13302,i8*,null,i8*	null	
13303,_xmlTextReader*,null,xml	Text	Reader*	null	
13304,_xmlPattern*,null,xml	Pattern*	null	
13305,i32,0,i32	constant	
13306,_xmlPattern**,null,xml	Pattern**	null	
13307,_xmlPattern**,null,xml	Pattern**	null	
13308,_xmlTextReader*,null,xml	Text	Reader*	null	
13309,_xmlDoc*,null,xml	Doc*	null	
13310,_xmlDoc*,null,xml	Doc*	null	
13311,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13312,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13313,i8*,null,i8*	null	
13314,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13315,i8*,null,i8*	null	
13316,void,"(i8*, _xmlError*)* null",void	constant	
13317,_xmlTextReader*,null,xml	Text	Reader*	null	
13318,_xmlRelaxNG*,null,xml	Relax	N	G*	null	
13319,_xmlRelaxNG*,null,xml	Relax	N	G*	null	
13320,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13321,i32,0,i32	constant	
13322,i32,0,i32	constant	
13323,_xmlRelaxNG*,null,xml	Relax	N	G*	null	
13324,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13325,i32,0,i32	constant	
13326,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13327,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13328,void,"(i8*, _xmlError*)* null",void	constant	
13329,i64*,null,i	null	
13330,i8**,null,i	null	
13331,i8*,null,i8*	null	
13332,i8**,null,i	null	
13333,i64*,null,i	null	
13334,_xmlParserInput*,null,xml	Parser	Input*	null	
13335,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13336,i8**,null,i	null	
13337,i64*,null,i	null	
13338,_xmlNode*,null,xml	Node*	null	
13339,i64*,null,i	null	
13340,i64,0,i64	constant	
13341,i8**,null,i	null	
13342,i8*,null,i8*	null	
13343,_xmlDoc*,null,xml	Doc*	null	
13344,_xmlTextReader*,null,xml	Text	Reader*	null	
13345,_xmlSchema*,null,xml	Schema*	null	
13346,_xmlSchemaSAXPlug*,null,xml	Schema	S	A	X	Plug*	null	
13347,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13348,i32,0,i32	constant	
13349,_xmlSchema*,null,xml	Schema*	null	
13350,i32,0,i32	constant	
13351,_xmlSchemaSAXPlug*,null,xml	Schema	S	A	X	Plug*	null	
13352,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13353,i32,0,i32	constant	
13354,_xmlSchema*,null,xml	Schema*	null	
13355,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13356,_xmlSchemaSAXPlug*,null,xml	Schema	S	A	X	Plug*	null	
13357,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13358,_xmlTextReader*,null,xml	Text	Reader*	null	
13359,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13360,void,"(i8*, _xmlError*)* null",void	constant	
13361,i32,14,i32	constant	
13362,_xmlTextReader*,null,xml	Text	Reader*	null	
13363,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13364,i8*,null,i8*	null	
13365,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13366,i8*,null,i8*	null	
13367,i32,0,i32	constant	
13368,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13369,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13370,i32,0,i32	constant	
13371,_xmlRelaxNG*,null,xml	Relax	N	G*	null	
13372,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13373,i8*,null,i8*	null	
13374,i8*,null,i8*	null	
13375,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13376,i32,18,i32	constant	
13377,void,"(i8*, _xmlError*)* null",void	constant	
13378,_xmlRelaxNG*,null,xml	Relax	N	G*	null	
13379,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13380,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13381,void,"(i8*, _xmlError*)* null",void	constant	
13382,i32,2,i32	constant	
13383,_xmlTextReader*,null,xml	Text	Reader*	null	
13384,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13385,i8*,null,i8*	null	
13386,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13387,i8*,null,i8*	null	
13388,i32,0,i32	constant	
13389,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13390,_xmlSchemaSAXPlug*,null,xml	Schema	S	A	X	Plug*	null	
13391,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13392,i32,0,i32	constant	
13393,_xmlNode*,null,xml	Node*	null	
13394,_xmlSchema*,null,xml	Schema*	null	
13395,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13396,i8*,null,i8*	null	
13397,i32,5,i32	constant	
13398,i8*,null,i8*	null	
13399,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13400,_xmlSchema*,null,xml	Schema*	null	
13401,_xmlSchemaValidCtxt*,null,xml	Schema	Valid	Ctxt*	null	
13402,_xmlSchemaSAXPlug*,null,xml	Schema	S	A	X	Plug*	null	
13403,_xmlSchemaSAXPlug*,null,xml	Schema	S	A	X	Plug*	null	
13404,void,"(i8*, i8*, i32, i8*)* null",void	constant	
13405,void,"(i8*, _xmlError*)* null",void	constant	
13406,,external dso_local global void (_xmlNode*)*,	constant	
13407,void,(_xmlNode*)* null,void	constant	
13408,,external dso_local global i32,	constant	
13409,i32,0,i32	constant	
13410,i32,1,i32	constant	
13411,i32,19,i32	constant	
13412,i32,20,i32	constant	
13413,_xmlAttr*,null,xml	Attr*	null	
13414,i32,1,i32	constant	
13415,i32,19,i32	constant	
13416,_xmlTextReader*,null,xml	Text	Reader*	null	
13417,_xmlNode*,null,xml	Node*	null	
13418,_xmlNode*,null,xml	Node*	null	
13419,i32,20,i32	constant	
13420,i32,5,i32	constant	
13421,i32,0,i32	constant	
13422,_xmlDict*,null,xml	Dict*	null	
13423,i8*,null,i8*	null	
13424,i32,1,i32	constant	
13425,i32,19,i32	constant	
13426,i32,20,i32	constant	
13427,_xmlNs*,null,xml	Ns*	null	
13428,i32,3,i32	constant	
13429,i32,8,i32	constant	
13430,i32,0,i32	constant	
13431,_xmlDict*,null,xml	Dict*	null	
13432,i8*,null,i8*	null	
13433,i32,1,i32	constant	
13434,i32,3,i32	constant	
13435,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13436,_xmlTextReader*,null,xml	Text	Reader*	null	
13437,i32,100,i32	constant	
13438,_xmlDoc*,null,xml	Doc*	null	
13439,,external dso_local global void (_xmlNode*)*,	constant	
13440,void,(_xmlNode*)* null,void	constant	
13441,,external dso_local global i32,	constant	
13442,i32,0,i32	constant	
13443,i8*,null,i8*	null	
13444,i8*,null,i8*	null	
13445,_xmlDtd*,null,xml	Dtd*	null	
13446,_xmlDtd*,null,xml	Dtd*	null	
13447,_xmlNode*,null,xml	Node*	null	
13448,i8*,null,i8*	null	
13449,i8*,null,i8*	null	
13450,i8*,null,i8*	null	
13451,_xmlNs*,null,xml	Ns*	null	
13452,i8*,null,i8*	null	
13453,_xmlDict*,null,xml	Dict*	null	
13454,i32,0,i32	constant	
13455,_xmlNode**,null,xml	Node**	null	
13456,_xmlNode**,null,xml	Node**	null	
13457,i32,0,i32	constant	
13458,i32,0,i32	constant	
13459,void,"(i8*, i8*, i8**)* null",void	constant	
13460,_xmlTextReader*,null,xml	Text	Reader*	null	
13461,_xmlParserInput*,null,xml	Parser	Input*	null	
13462,_xmlNode*,null,xml	Node*	null	
13463,i32,47,i32	constant	
13464,i8*,null,i8*	null	
13465,i32,62,i32	constant	
13466,_xmlTextReader*,null,xml	Text	Reader*	null	
13467,void,"(i8*, i8*)* null",void	constant	
13468,_xmlTextReader*,null,xml	Text	Reader*	null	
13469,void,"(i8*, i8*, i8*, i8*, i32, i8**, i32, i32, i8**)* null",void	constant	
13470,_xmlTextReader*,null,xml	Text	Reader*	null	
13471,_xmlParserInput*,null,xml	Parser	Input*	null	
13472,_xmlNode*,null,xml	Node*	null	
13473,i32,47,i32	constant	
13474,i8*,null,i8*	null	
13475,i32,62,i32	constant	
13476,_xmlTextReader*,null,xml	Text	Reader*	null	
13477,void,"(i8*, i8*, i8*, i8*)* null",void	constant	
13478,_xmlTextReader*,null,xml	Text	Reader*	null	
13479,void,"(i8*, i8*, i32)* null",void	constant	
13480,_xmlTextReader*,null,xml	Text	Reader*	null	
13481,void,"(i8*, i8*, i32)* null",void	constant	
13482,_xmlTextReader*,null,xml	Text	Reader*	null	
13483,_xmlBuf*,null,xml	Buf*	null	
13484,_xmlParserInputBuffer*,null,xml	Parser	Input	Buffer*	null	
13485,i32,-1,i32	constant	
13486,i32,3,i32	constant	
13487,i32,0,i32	constant	
13488,i32,2,i32	constant	
13489,i32,0,i32	constant	
13490,i32,0,i32	constant	
13491,_xmlDoc*,null,xml	Doc*	null	
13492,i32,0,i32	constant	
13493,i32,0,i32	constant	
13494,i32,0,i32	constant	
13495,i32,0,i32	constant	
13496,i32,1,i32	constant	
13497,i32,2,i32	constant	
13498,i32,4096,i32	constant	
13499,i64,512,i64	constant	
13500,i32,0,i32	constant	
13501,i32,3,i32	constant	
13502,i32,5,i32	constant	
13503,i32,0,i32	constant	
13504,i32,0,i32	constant	
13505,i32,0,i32	constant	
13506,i32,1,i32	constant	
13507,i32,1,i32	constant	
13508,_xmlParserCtxt*,null,xml	Parser	Ctxt*	null	
13509,i8*,null,i8*	null	
13510,_xmlNs*,null,xml	Ns*	null	
13511,i8*,null,i8*	null	
13512,i32,2,i32	constant	
13513,_xmlRelaxNGValidCtxt*,null,xml	Relax	N	G	Valid	Ctxt*	null	
13514,_xmlNode*,null,xml	Node*	null	
13515,i32,0,i32	constant	
13516,_xmlNode*,null,xml	Node*	null	
13517,i32,1,i32	constant	
13518,_xmlRegexp*,null,xml	Regexp*	null	
13519,_xmlAutomataState**,null,xml	Automata	State**	null	
13520,i32*,null,i	null	
13521,_xmlRegExecCtxt*,null,xml	Reg	Exec	Ctxt*	null	
13522,i32*,null,i	null	
13523,i32,0,i32	constant	
13524,i32*,null,i	null	
13525,_xmlRegExecCtxt*,null,xml	Reg	Exec	Ctxt*	null	
13526,_xmlRegExecRollback*,null,xml	Reg	Exec	Rollback*	null	
13527,i32*,null,i	null	
13528,i32*,null,i	null	
13529,i32*,null,i	null	
13530,_xmlRegInputToken*,null,xml	Reg	Input	Token*	null	
13531,i8*,null,i8*	null	
13532,i8*,null,i8*	null	
13533,_xmlRegExecCtxt*,null,xml	Reg	Exec	Ctxt*	null	
13534,_xmlRegexp*,null,xml	Regexp*	null	
13535,i32,0,i32	constant	
13536,i32*,null,i	null	
13537,i8*,null,i8*	null	
13538,i32,2,i32	constant	
13539,i32,0,i32	constant	
13540,i8*,null,i8*	null	
13541,_xmlAutomata*,null,xml	Automata*	null	
13542,i32,0,i32	constant	
13543,i8*,null,i8*	null	
13544,i32,0,i32	constant	
13545,i32,1,i32	constant	
13546,i32,2,i32	constant	
13547,i32*,null,i	null	
13548,i8*,null,i8*	null	
13549,i32,0,i32	constant	
13550,i32,1193047,i32	constant	
13551,i32,0,i32	constant	
13552,i8*,null,i8*	null	
13553,i8*,null,i8*	null	
13554,i32,0,i32	constant	
13555,_xmlRegAtom*,null,xml	Reg	Atom*	null	
13556,i32,0,i32	constant	
13557,_xmlRegAtom*,null,xml	Reg	Atom*	null	
13558,i32,0,i32	constant	
13559,i32,1193046,i32	constant	
13560,i32,0,i32	constant	
13561,i32,0,i32	constant	
13562,_xmlRegAtom*,null,xml	Reg	Atom*	null	
13563,i8*,null,i8*	null	
13564,i32,0,i32	constant	
13565,i32,0,i32	constant	
13566,i32,0,i32	constant	
13567,i32,0,i32	constant	
13568,i32,0,i32	constant	
13569,i32,1,i32	constant	
13570,i32,0,i32	constant	
13571,i32,0,i32	constant	
13572,i32,0,i32	constant	
13573,i32,1,i32	constant	
13574,i32,1,i32	constant	
13575,i32,0,i32	constant	
13576,i8*,null,i8*	null	
13577,i32,0,i32	constant	
13578,i32,0,i32	constant	
13579,i32,1,i32	constant	
13580,i32,0,i32	constant	
13581,i32,0,i32	constant	
13582,i32,0,i32	constant	
13583,i32,1,i32	constant	
13584,_xmlRegAtom*,null,xml	Reg	Atom*	null	
13585,void,"(_xmlRegExecCtxt*, i8*, i8*, i8*)* null",void	constant	
13586,i8*,null,i8*	null	
13587,i32,1,i32	constant	
13588,i32,0,i32	constant	
