index,type,value,combination,label
2319,i32,"xmlOutputBufferWriteBinHex(_xmlOutputBuffer* out ,i32 len ,i8* data )",i32	xml	Output	Buffer	Write	Bin	Hex	xml	Output	Buffer*	out	i32	len	i8*	data	,547
2320,i32,"xmlOutputBufferWriteBinHex(_xmlOutputBuffer* out ,i32 len ,i8* data )",i32	xml	Output	Buffer	Write	Bin	Hex	xml	Output	Buffer*	out	i32	len	i8*	data	,547
2321,i32,"xmlTextWriterWriteBinHex(_xmlTextWriter* writer ,i8* data ,i32 start ,i32 len )",i32	xml	Text	Writer	Write	Bin	Hex	xml	Text	Writer*	writer	i8*	data	i32	start	i32	len	,548
2322,i32,"xmlTextWriterWriteBinHex(_xmlTextWriter* writer ,i8* data ,i32 start ,i32 len )",i32	xml	Text	Writer	Write	Bin	Hex	xml	Text	Writer*	writer	i8*	data	i32	start	i32	len	,548
2323,i32,"xmlTextWriterWriteBinHex(_xmlTextWriter* writer ,i8* data ,i32 start ,i32 len )",i32	xml	Text	Writer	Write	Bin	Hex	xml	Text	Writer*	writer	i8*	data	i32	start	i32	len	,548
2324,i32,"xmlTextWriterWriteBinHex(_xmlTextWriter* writer ,i8* data ,i32 start ,i32 len )",i32	xml	Text	Writer	Write	Bin	Hex	xml	Text	Writer*	writer	i8*	data	i32	start	i32	len	,548
2325,i32,"xmlTextWriterStartAttribute(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	Attribute	xml	Text	Writer*	writer	i8*	name	,549
2326,i32,"xmlTextWriterStartAttribute(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	Attribute	xml	Text	Writer*	writer	i8*	name	,549
2327,i32,"xmlTextWriterStartAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI )",i32	xml	Text	Writer	Start	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	,550
2328,i32,"xmlTextWriterStartAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI )",i32	xml	Text	Writer	Start	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	,550
2329,i32,"xmlTextWriterStartAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI )",i32	xml	Text	Writer	Start	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	,550
2330,i32,"xmlTextWriterStartAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI )",i32	xml	Text	Writer	Start	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	,550
2331,i32,"xmlTextWriterStartAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI )",i32	xml	Text	Writer	Start	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	,550
2332,i32,xmlTextWriterEndAttribute(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	Attribute	xml	Text	Writer*	writer	,-1
2333,i32,"xmlTextWriterWriteVFormatAttribute(_xmlTextWriter* writer ,i8* name ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	Attribute	xml	Text	Writer*	writer	i8*	name	i8*	format	va	list	tag	argptr	,-1
2334,i32,"xmlTextWriterWriteVFormatAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	i8*	format	va	list	tag	argptr	,-1
2335,i32,"xmlTextWriterWriteAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI ,i8* content )",i32	xml	Text	Writer	Write	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	i8*	content	,551
2336,i32,"xmlTextWriterWriteAttributeNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI ,i8* content )",i32	xml	Text	Writer	Write	Attribute	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	i8*	content	,551
2337,i32,"xmlTextWriterWriteVFormatElement(_xmlTextWriter* writer ,i8* name ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	Element	xml	Text	Writer*	writer	i8*	name	i8*	format	va	list	tag	argptr	,-1
2338,i32,"xmlTextWriterWriteElement(_xmlTextWriter* writer ,i8* name ,i8* content )",i32	xml	Text	Writer	Write	Element	xml	Text	Writer*	writer	i8*	name	i8*	content	,-1
2339,i32,"xmlTextWriterWriteVFormatElementNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	Element	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	i8*	format	va	list	tag	argptr	,-1
2340,i32,"xmlTextWriterWriteElementNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI ,i8* content )",i32	xml	Text	Writer	Write	Element	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	i8*	content	,552
2341,i32,"xmlTextWriterWriteElementNS(_xmlTextWriter* writer ,i8* prefix ,i8* name ,i8* namespaceURI ,i8* content )",i32	xml	Text	Writer	Write	Element	N	S	xml	Text	Writer*	writer	i8*	prefix	i8*	name	i8*	namespace	U	R	I	i8*	content	,552
2342,i32,"xmlTextWriterStartPI(_xmlTextWriter* writer ,i8* target )",i32	xml	Text	Writer	Start	P	I	xml	Text	Writer*	writer	i8*	target	,553
2343,i32,"xmlTextWriterStartPI(_xmlTextWriter* writer ,i8* target )",i32	xml	Text	Writer	Start	P	I	xml	Text	Writer*	writer	i8*	target	,553
2344,i32,xmlTextWriterEndPI(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	P	I	xml	Text	Writer*	writer	,-1
2345,i32,"xmlTextWriterWriteVFormatPI(_xmlTextWriter* writer ,i8* target ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	P	I	xml	Text	Writer*	writer	i8*	target	i8*	format	va	list	tag	argptr	,-1
2346,i32,"xmlTextWriterWritePI(_xmlTextWriter* writer ,i8* target ,i8* content )",i32	xml	Text	Writer	Write	P	I	xml	Text	Writer*	writer	i8*	target	i8*	content	,-1
2347,i32,xmlTextWriterStartCDATA(_xmlTextWriter* writer ),i32	xml	Text	Writer	Start	C	D	A	T	A	xml	Text	Writer*	writer	,-1
2348,i32,xmlTextWriterEndCDATA(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	C	D	A	T	A	xml	Text	Writer*	writer	,-1
2349,i32,"xmlTextWriterWriteVFormatCDATA(_xmlTextWriter* writer ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	C	D	A	T	A	xml	Text	Writer*	writer	i8*	format	va	list	tag	argptr	,-1
2350,i32,"xmlTextWriterWriteCDATA(_xmlTextWriter* writer ,i8* content )",i32	xml	Text	Writer	Write	C	D	A	T	A	xml	Text	Writer*	writer	i8*	content	,-1
2351,i32,"xmlTextWriterStartDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Start	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,554
2352,i32,"xmlTextWriterStartDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Start	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,554
2353,i32,"xmlTextWriterStartDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Start	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,554
2354,i32,"xmlTextWriterStartDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Start	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,554
2355,i32,"xmlTextWriterStartDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Start	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,554
2356,i32,"xmlTextWriterStartDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Start	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,554
2357,i32,xmlTextWriterEndDTD(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	D	T	D	xml	Text	Writer*	writer	,555
2358,i32,"xmlTextWriterWriteVFormatDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	i8*	format	va	list	tag	argptr	,-1
2359,i32,"xmlTextWriterWriteDTD(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid ,i8* subset )",i32	xml	Text	Writer	Write	D	T	D	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	i8*	subset	,-1
2360,i32,"xmlTextWriterStartDTDElement(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Element	xml	Text	Writer*	writer	i8*	name	,556
2361,i32,"xmlTextWriterStartDTDElement(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Element	xml	Text	Writer*	writer	i8*	name	,556
2362,i32,xmlTextWriterEndDTDElement(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	D	T	D	Element	xml	Text	Writer*	writer	,-1
2363,_xmlTextWriter*,"xmlNewTextWriterPushParser(_xmlParserCtxt* ctxt ,i32 compression )",xml	Text	Writer*	xml	New	Text	Writer	Push	Parser	xml	Parser	Ctxt*	ctxt	i32	compression	,-1
2364,i32,"xmlTextWriterWriteVFormatDTDElement(_xmlTextWriter* writer ,i8* name ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	D	T	D	Element	xml	Text	Writer*	writer	i8*	name	i8*	format	va	list	tag	argptr	,-1
2365,i32,"xmlTextWriterWriteDTDElement(_xmlTextWriter* writer ,i8* name ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Element	xml	Text	Writer*	writer	i8*	name	i8*	content	,-1
2366,i32,"xmlTextWriterStartDTDAttlist(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Attlist	xml	Text	Writer*	writer	i8*	name	,557
2367,i32,"xmlTextWriterStartDTDAttlist(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Attlist	xml	Text	Writer*	writer	i8*	name	,557
2368,i32,xmlTextWriterEndDTDAttlist(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	D	T	D	Attlist	xml	Text	Writer*	writer	,555
2369,i32,"xmlTextWriterWriteVFormatDTDAttlist(_xmlTextWriter* writer ,i8* name ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	D	T	D	Attlist	xml	Text	Writer*	writer	i8*	name	i8*	format	va	list	tag	argptr	,558
2370,i32,"xmlTextWriterWriteDTDAttlist(_xmlTextWriter* writer ,i8* name ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Attlist	xml	Text	Writer*	writer	i8*	name	i8*	content	,-1
2371,i32,"xmlTextWriterStartDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	,559
2372,i32,"xmlTextWriterStartDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	,559
2373,i32,"xmlTextWriterStartDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	,559
2374,i32,"xmlTextWriterStartDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name )",i32	xml	Text	Writer	Start	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	,559
2375,i32,xmlTextWriterEndDTDEntity(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	D	T	D	Entity	xml	Text	Writer*	writer	,-1
2376,i32,"xmlTextWriterWriteVFormatDTDInternalEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	D	T	D	Internal	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	format	va	list	tag	argptr	,558
2377,i32,"xmlTextWriterWriteDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	i8*	content	,560
2378,i32,"xmlTextWriterWriteDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	i8*	content	,560
2379,i32,"xmlTextWriterWriteDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	i8*	content	,560
2380,i32,"xmlTextWriterWriteDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	i8*	content	,560
2381,i32,"xmlTextWriterWriteDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	i8*	content	,560
2382,i32,"xmlTextWriterWriteDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	i8*	content	,560
2383,i32,"xmlTextWriterWriteDTDEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	i8*	content	,560
2384,i32,"xmlTextWriterWriteDTDInternalEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Internal	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	content	,561
2385,i32,"xmlTextWriterWriteDTDInternalEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* content )",i32	xml	Text	Writer	Write	D	T	D	Internal	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	content	,561
2386,i32,"xmlTextWriterWriteDTDExternalEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2387,i32,"xmlTextWriterWriteDTDExternalEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2388,i32,"xmlTextWriterWriteDTDExternalEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2389,i32,"xmlTextWriterWriteDTDExternalEntity(_xmlTextWriter* writer ,i32 pe ,i8* name ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	xml	Text	Writer*	writer	i32	pe	i8*	name	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2390,i32,"xmlTextWriterWriteDTDExternalEntityContents(_xmlTextWriter* writer ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	Contents	xml	Text	Writer*	writer	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2391,i32,"xmlTextWriterWriteDTDExternalEntityContents(_xmlTextWriter* writer ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	Contents	xml	Text	Writer*	writer	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2392,i32,"xmlTextWriterWriteDTDExternalEntityContents(_xmlTextWriter* writer ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	Contents	xml	Text	Writer*	writer	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2393,i32,"xmlTextWriterWriteDTDExternalEntityContents(_xmlTextWriter* writer ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	Contents	xml	Text	Writer*	writer	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2394,i32,"xmlTextWriterWriteDTDExternalEntityContents(_xmlTextWriter* writer ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	Contents	xml	Text	Writer*	writer	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2395,i32,"xmlTextWriterWriteDTDExternalEntityContents(_xmlTextWriter* writer ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	Contents	xml	Text	Writer*	writer	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2396,i32,"xmlTextWriterWriteDTDExternalEntityContents(_xmlTextWriter* writer ,i8* pubid ,i8* sysid ,i8* ndataid )",i32	xml	Text	Writer	Write	D	T	D	External	Entity	Contents	xml	Text	Writer*	writer	i8*	pubid	i8*	sysid	i8*	ndataid	,560
2397,_xmlTextWriter*,"xmlNewTextWriterDoc(_xmlDoc** doc ,i32 compression )",xml	Text	Writer*	xml	New	Text	Writer	Doc	xml	Doc**	doc	i32	compression	,-1
2398,i32,"xmlTextWriterWriteDTDNotation(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Write	D	T	D	Notation	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,562
2399,i32,"xmlTextWriterWriteDTDNotation(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Write	D	T	D	Notation	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,562
2400,i32,"xmlTextWriterWriteDTDNotation(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Write	D	T	D	Notation	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,562
2401,i32,"xmlTextWriterWriteDTDNotation(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Write	D	T	D	Notation	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,562
2402,i32,"xmlTextWriterWriteDTDNotation(_xmlTextWriter* writer ,i8* name ,i8* pubid ,i8* sysid )",i32	xml	Text	Writer	Write	D	T	D	Notation	xml	Text	Writer*	writer	i8*	name	i8*	pubid	i8*	sysid	,562
2403,i32,xmlTextWriterFlush(_xmlTextWriter* writer ),i32	xml	Text	Writer	Flush	xml	Text	Writer*	writer	,-1
2404,i32,"xmlCmpTextWriterStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Stack	Entry	i8*	data	i8*	data	,563
2405,i32,"xmlCmpTextWriterStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Stack	Entry	i8*	data	i8*	data	,563
2406,i32,"xmlCmpTextWriterStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Stack	Entry	i8*	data	i8*	data	,563
2407,i32,"xmlCmpTextWriterStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Stack	Entry	i8*	data	i8*	data	,563
2408,_xmlTextWriter*,"xmlNewTextWriterTree(_xmlDoc* doc ,_xmlNode* node ,i32 compression )",xml	Text	Writer*	xml	New	Text	Writer	Tree	xml	Doc*	doc	xml	Node*	node	i32	compression	,-1
2409,i32,"xmlCmpTextWriterNsStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Ns	Stack	Entry	i8*	data	i8*	data	,564
2410,i32,"xmlCmpTextWriterNsStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Ns	Stack	Entry	i8*	data	i8*	data	,564
2411,i32,"xmlCmpTextWriterNsStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Ns	Stack	Entry	i8*	data	i8*	data	,564
2412,i32,"xmlCmpTextWriterNsStackEntry(i8* data0 ,i8* data1 )",i32	xml	Cmp	Text	Writer	Ns	Stack	Entry	i8*	data	i8*	data	,564
2413,i32,"xmlTextWriterSetIndent(_xmlTextWriter* writer ,i32 indent )",i32	xml	Text	Writer	Set	Indent	xml	Text	Writer*	writer	i32	indent	,565
2414,i32,"xmlTextWriterSetIndent(_xmlTextWriter* writer ,i32 indent )",i32	xml	Text	Writer	Set	Indent	xml	Text	Writer*	writer	i32	indent	,565
2415,i32,"xmlTextWriterSetIndentString(_xmlTextWriter* writer ,i8* str )",i32	xml	Text	Writer	Set	Indent	String	xml	Text	Writer*	writer	i8*	str	,566
2416,i32,"xmlTextWriterSetIndentString(_xmlTextWriter* writer ,i8* str )",i32	xml	Text	Writer	Set	Indent	String	xml	Text	Writer*	writer	i8*	str	,566
2417,i32,"xmlTextWriterSetQuoteChar(_xmlTextWriter* writer ,i8 quotechar )",i32	xml	Text	Writer	Set	Quote	Char	xml	Text	Writer*	writer	i	quotechar	,-1
2418,i32,"xmlTextWriterHandleStateDependencies(_xmlTextWriter* writer ,_xmlTextWriterStackEntry* p )",i32	xml	Text	Writer	Handle	State	Dependencies	xml	Text	Writer*	writer	xml	Text	Writer	Stack	Entry*	p	,567
2419,i32,"xmlTextWriterHandleStateDependencies(_xmlTextWriter* writer ,_xmlTextWriterStackEntry* p )",i32	xml	Text	Writer	Handle	State	Dependencies	xml	Text	Writer*	writer	xml	Text	Writer	Stack	Entry*	p	,567
2420,i32,"xmlTextWriterHandleStateDependencies(_xmlTextWriter* writer ,_xmlTextWriterStackEntry* p )",i32	xml	Text	Writer	Handle	State	Dependencies	xml	Text	Writer*	writer	xml	Text	Writer	Stack	Entry*	p	,567
2421,void,xmlFreeTextWriter(_xmlTextWriter* writer ),void	xml	Free	Text	Writer	xml	Text	Writer*	writer	,-1
2422,i32,"xmlTextWriterStartDocument(_xmlTextWriter* writer ,i8* version ,i8* encoding ,i8* standalone )",i32	xml	Text	Writer	Start	Document	xml	Text	Writer*	writer	i8*	version	i8*	encoding	i8*	standalone	,568
2423,i32,"xmlTextWriterStartDocument(_xmlTextWriter* writer ,i8* version ,i8* encoding ,i8* standalone )",i32	xml	Text	Writer	Start	Document	xml	Text	Writer*	writer	i8*	version	i8*	encoding	i8*	standalone	,568
2424,i32,"xmlTextWriterStartDocument(_xmlTextWriter* writer ,i8* version ,i8* encoding ,i8* standalone )",i32	xml	Text	Writer	Start	Document	xml	Text	Writer*	writer	i8*	version	i8*	encoding	i8*	standalone	,568
2425,i32,"xmlTextWriterStartDocument(_xmlTextWriter* writer ,i8* version ,i8* encoding ,i8* standalone )",i32	xml	Text	Writer	Start	Document	xml	Text	Writer*	writer	i8*	version	i8*	encoding	i8*	standalone	,568
2426,i32,xmlTextWriterEndDocument(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	Document	xml	Text	Writer*	writer	,-1
2427,i32,xmlTextWriterStartComment(_xmlTextWriter* writer ),i32	xml	Text	Writer	Start	Comment	xml	Text	Writer*	writer	,-1
2428,i32,xmlTextWriterEndComment(_xmlTextWriter* writer ),i32	xml	Text	Writer	End	Comment	xml	Text	Writer*	writer	,-1
2429,i32,"xmlTextWriterWriteVFormatComment(_xmlTextWriter* writer ,i8* format ,__va_list_tag* argptr )",i32	xml	Text	Writer	Write	V	Format	Comment	xml	Text	Writer*	writer	i8*	format	va	list	tag	argptr	,-1
2430,i32,"xmlTextWriterStartElement(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	Element	xml	Text	Writer*	writer	i8*	name	,569
2431,i32,"xmlTextWriterStartElement(_xmlTextWriter* writer ,i8* name )",i32	xml	Text	Writer	Start	Element	xml	Text	Writer*	writer	i8*	name	,569
2432,void,xmlXPathFreeCompExpr(_xmlXPathCompExpr* comp ),void	xml	X	Path	Free	Comp	Expr	xml	X	Path	Comp	Expr*	comp	,-1
2433,void,"xmlXPathDebugDumpNode(_IO_FILE* output ,_xmlNode* cur ,i32 depth )",void	xml	X	Path	Debug	Dump	Node	I	O	F	I	L	E*	output	xml	Node*	cur	i32	depth	,570
2434,void,"xmlXPathDebugDumpNode(_IO_FILE* output ,_xmlNode* cur ,i32 depth )",void	xml	X	Path	Debug	Dump	Node	I	O	F	I	L	E*	output	xml	Node*	cur	i32	depth	,570
2435,void,"xmlXPathDebugDumpNodeSet(_IO_FILE* output ,_xmlNodeSet* cur ,i32 depth )",void	xml	X	Path	Debug	Dump	Node	Set	I	O	F	I	L	E*	output	xml	Node	Set*	cur	i32	depth	,571
2436,void,"xmlXPathDebugDumpNodeSet(_IO_FILE* output ,_xmlNodeSet* cur ,i32 depth )",void	xml	X	Path	Debug	Dump	Node	Set	I	O	F	I	L	E*	output	xml	Node	Set*	cur	i32	depth	,571
2437,void,"xmlXPathDebugDumpNodeSet(_IO_FILE* output ,_xmlNodeSet* cur ,i32 depth )",void	xml	X	Path	Debug	Dump	Node	Set	I	O	F	I	L	E*	output	xml	Node	Set*	cur	i32	depth	,571
2438,void,"xmlXPathDebugDumpValueTree(_IO_FILE* output ,_xmlNodeSet* cur ,i32 depth )",void	xml	X	Path	Debug	Dump	Value	Tree	I	O	F	I	L	E*	output	xml	Node	Set*	cur	i32	depth	,572
2439,void,"xmlXPathDebugDumpValueTree(_IO_FILE* output ,_xmlNodeSet* cur ,i32 depth )",void	xml	X	Path	Debug	Dump	Value	Tree	I	O	F	I	L	E*	output	xml	Node	Set*	cur	i32	depth	,572
